 5XX 500 502 200 600.00   0.00 CS 000   7
  13.5900  42.1100  2
  13.5800  42.1100  2
  13.5800  42.1200  2
  13.5700  42.1300  2
  13.5700  42.1400  2
  13.5700  42.1500  2
  13.5700  42.1600  2
  13.5600  42.1700  2
  13.5600  42.1800  2
  13.5600  42.2000  2
  13.5600  42.2100  2
  13.5600  42.2200  2
  13.5500  42.2300  2
  13.5500  42.2400  2
  13.5400  42.2400  2
  13.5300  42.2400  2
  13.5100  42.2400  2
  13.5000  42.2500  2
  13.5000  42.2500  2
  13.4900  42.2600  2
  13.4800  42.2600  2
  13.4700  42.2700  2
  13.4700  42.2700  2
  13.4600  42.2800  2
  13.4600  42.2900  2
  13.4500  42.3000  2
  13.4400  42.3000  2
  13.4400  42.3100  2
  13.4300  42.3200  2
  13.4200  42.3200  2
  13.4100  42.3300  2
  13.4000  42.3300  2
  13.3900  42.3300  2
  13.3900  42.3400  2
  13.3800  42.3400  2
  13.3700  42.3500  2
  13.3600  42.3500  2
  13.3500  42.3500  2
  13.3400  42.3500  2
  13.3300  42.3600  2
  13.3200  42.3600  2
  13.3100  42.3600  2
  13.2900  42.3600  2
  13.2800  42.3600  2
  13.2700  42.3600  2
  13.2600  42.3700  2
  13.2500  42.3700  2
  13.2400  42.3700  2
  13.2300  42.3800  2
  13.2200  42.3800  2
  13.2200  42.3900  2
  13.2100  42.3900  2
  13.2000  42.4000  2
  13.1900  42.4000  2
  13.1900  42.4100  2
  13.1800  42.4200  2
  13.1800  42.4200  2
  13.1700  42.4300  2
  13.1600  42.4400  2
  13.1600  42.4500  2
  13.1500  42.4500  2
  13.1500  42.4600  2
  13.1400  42.4700  2
  13.1400  42.4800  2
  13.1300  42.4900  2
  13.1300  42.5000  2
  13.1300  42.5100  2
  13.1300  42.5200  2
  13.1300  42.5400  2
  13.1200  42.5500  2
  13.1200  42.5600  2
  13.1200  42.5700  2
  13.1200  42.5800  2
  13.1300  42.6000  2
  13.1200  42.6100  2
  13.1200  42.6200  2
  13.1200  42.6300  2
  13.1200  42.6400  2
  13.1100  42.6500  2
  13.1100  42.6600  2
  13.1000  42.6600  2
  13.0900  42.6700  2
  13.0800  42.6700  2
  13.0700  42.6700  2
  13.0600  42.6700  2
  13.0500  42.6800  2
  13.0400  42.6800  2
  13.0300  42.6800  2
  13.0200  42.6800  2
  13.0100  42.6800  2
  12.9900  42.6900  2
  12.9800  42.6900  2
  12.9700  42.6900  2
  12.9700  42.7000  2
  12.9600  42.7000  2
  12.9500  42.7100  2
  12.9400  42.7100  2
  12.9400  42.7200  2
  12.9300  42.7300  2
  12.9200  42.7300  2
  12.9200  42.7400  2
  12.9100  42.7400  2
  12.9100  42.7500  2
  12.9000  42.7600  2
  12.9000  42.7700  2
  12.8900  42.7800  2
  12.8900  42.7900  2
  12.8800  42.7900  2
  12.8800  42.8000  2
  12.8700  42.8100  2
  12.8600  42.8100  2
  12.8600  42.8200  2
  12.8500  42.8300  2
  12.8500  42.8400  2
  12.8500  42.8600  2
  12.8500  42.8700  2
  12.8600  42.8800  2
  12.8600  42.8800  2
  12.8700  42.8900  2
  12.8700  42.9000  2
  12.8800  42.9100  2
  12.8900  42.9100  2
  12.8900  42.9200  2
  12.8900  42.9300  2
  12.9000  42.9400  2
  12.9000  42.9600  2
  12.8900  42.9600  2
  12.8800  42.9700  2
  12.8700  42.9700  2
  12.8600  42.9800  2
  12.8600  42.9800  2
  12.8500  42.9900  2
  12.8400  42.9900  2
  12.8300  43.0000  2
  12.8300  43.0100  2
  12.8200  43.0100  2
  12.8100  43.0200  2
  12.8100  43.0300  2
  12.8000  43.0300  2
  12.8000  43.0400  2
  12.7900  43.0400  3
  12.7800  43.0400  2
  12.7700  43.0400  2
  12.7600  43.0400  2
  12.7600  43.0500  2
  12.7500  43.0500  2
  12.7400  43.0500  2
  12.7300  43.0600  2
  12.7200  43.0600  2
  12.7100  43.0600  2
  12.7000  43.0700  2
  12.7000  43.0800  2
  12.6900  43.0900  2
  12.6800  43.0900  2
  12.6800  43.1000  2
  12.6700  43.1000  2
  12.6600  43.1100  2
  12.6600  43.1200  2
  12.6500  43.1200  2
  12.6400  43.1300  2
  12.6400  43.1400  2
  12.6300  43.1400  2
  12.6200  43.1500  2
  12.6100  43.1500  2
  12.6000  43.1600  2
  12.6000  43.1600  2
  12.5900  43.1700  2
  12.5800  43.1700  2
  12.5700  43.1800  2
  12.5700  43.1800  2
  12.5600  43.1900  2
  12.5500  43.1900  2
  12.5400  43.1900  2
  12.5300  43.2000  2
  12.5200  43.2000  2
  12.5100  43.2100  2
  12.5000  43.2100  2
  12.5000  43.2200  2
  12.4900  43.2300  2
  12.4900  43.2400  2
  12.4800  43.2400  2
  12.4800  43.2500  2
  12.4700  43.2600  2
  12.4700  43.2700  2
  12.4600  43.2800  2
  12.4600  43.2800  2
  12.4500  43.2900  2
  12.4400  43.2900  2
  12.4400  43.3000  2
  12.4300  43.3000  2
  12.4200  43.3100  2
  12.4100  43.3100  2
  12.4000  43.3200  2
  12.3900  43.3200  2
  12.3800  43.3200  2
  12.3700  43.3300  2
  12.3600  43.3300  2
  12.3500  43.3300  2
  12.3400  43.3300  2
  12.3300  43.3400  2
  12.3200  43.3400  2
  12.3100  43.3400  2
  12.2900  43.3400  2
  12.2800  43.3400  2
  12.2700  43.3400  2
  12.2600  43.3400  2
  12.2500  43.3500  2
  12.2400  43.3500  2
  12.2300  43.3500  2
  12.2200  43.3500  2
  12.2100  43.3500  2
  12.2000  43.3500  2
  12.1900  43.3600  2
  12.1800  43.3600  2
  12.1700  43.3600  2
  12.1500  43.3600  2
  12.1400  43.3600  2
  12.1300  43.3700  2
  12.1200  43.3700  2
  12.1100  43.3700  2
  12.1000  43.3700  2
  12.0900  43.3700  2
  12.0800  43.3700  2
  12.0700  43.3700  2
  12.0500  43.3600  2
  12.0400  43.3600  2
  12.0300  43.3600  2
  12.0200  43.3600  2
  12.0100  43.3500  2
  12.0000  43.3500  2
  11.9900  43.3400  2
  11.9900  43.3400  2
  11.9800  43.3300  2
  11.9800  43.3200  2
  11.9800  43.3100  2
  11.9700  43.3100  2
  11.9600  43.3000  2
  11.9600  43.2900  2
  11.9500  43.2800  2
  11.9500  43.2700  2
  11.9400  43.2700  2
  11.9400  43.2600  2
  11.9300  43.2600  2
  11.9200  43.2500  2
  11.9200  43.2400  2
  11.9200  43.2300  2
  11.9100  43.2200  2
  11.9100  43.2100  2
  11.9100  43.2000  2
  11.9000  43.1900  2
  11.9000  43.1800  2
  11.9000  43.1700  2
  11.9000  43.1600  2
  11.9000  43.1500  2
  11.9100  43.1500  2
  11.9000  43.1400  2
  11.9000  43.1200  2
  11.9000  43.1100  2
  11.9000  43.1000  2
  11.9000  43.0900  2
  11.8900  43.0800  2
  11.8900  43.0700  2
  11.8900  43.0600  2
  11.8900  43.0500  2
  11.8800  43.0400  2
  11.8800  43.0300  2
  11.8700  43.0200  2
  11.8700  43.0200  2
  11.8600  43.0100  2
  11.8500  43.0100  2
  11.8400  43.0100  2
  11.8300  43.0000  2
  11.8200  43.0000  2
  11.8200  42.9900  2
  11.8100  42.9900  2
  11.8000  42.9800  2
  11.7900  42.9800  2
  11.7800  42.9700  2
  11.7800  42.9700  2
  11.7700  42.9600  2
  11.7700  42.9500  2
  11.7600  42.9400  2
  11.7600  42.9300  2
  11.7600  42.9200  2
  11.7600  42.9100  2
  11.7700  42.8900  2
  11.7700  42.8800  2
  11.7700  42.8700  2
  11.7600  42.8600  2
  11.7600  42.8500  2
  11.7500  42.8400  2
  11.7500  42.8300  2
  11.7500  42.8300  2
  11.7400  42.8200  2
  11.7400  42.8100  2
  11.7300  42.8000  2
  11.7200  42.8000  2
  11.7200  42.7900  2
  11.7100  42.7800  2
  11.7000  42.7700  3
  24.8400  66.7300  3
  24.9700  66.7000  2
  25.1200  66.6800  2
  25.1800  66.6700  2
  25.2600  66.6100  2
  25.3500  66.4800  2
  25.4100  66.3600  2
  25.4400  66.1800  2
  25.4000  65.9900  2
  25.3700  65.8100  2
  25.3600  65.5600  2
  25.3700  65.4300  2
  25.3300  65.3000  2
  25.2700  65.1500  2
  25.3100  65.0000  2
  36.5400  35.9900  3
  36.6300  36.1700  2
  36.7600  36.2500  2
  36.8800  36.0800  2
  36.8400  35.9800  2
  27.8900  34.3500  3
  27.9100  34.3600  3
  27.9100  34.3700  2
  27.9200  34.3700  2
  27.9300  34.3800  2
  27.9400  34.3800  2
  27.9500  34.3800  2
  27.9600  34.3800  2
  27.9800  34.3900  2
  27.9900  34.3900  2
  28.0000  34.3900  2
  28.0100  34.4000  2
  28.0200  34.4000  2
  28.0300  34.4100  2
  28.0400  34.4100  2
  28.0500  34.4100  2
  28.0600  34.4000  2
  28.0700  34.4000  2
  28.0900  34.4000  2
  28.1000  34.3900  2
  28.1100  34.3900  2
  28.1300  34.3900  2
  28.1400  34.3900  2
  28.1500  34.3900  2
  28.1800  34.4000  3
  29.3900  34.8400  3
  29.4000  34.8500  2
  29.4100  34.8600  2
  29.4100  34.8700  2
  29.4100  34.8800  2
  29.4200  34.8900  2
  29.4200  34.9000  2
  24.1700  37.9100  3
  24.2100  37.8800  2
  24.2100  37.8600  2
  24.2200  37.8200  2
  24.2700  37.8000  2
  24.3000  37.7300  2
  24.3400  37.6600  2
  24.3400  37.5500  2
  24.3200  37.4800  2
  24.3500  37.4000  2
  24.4700  37.3700  2
  24.6100  37.2800  2
  24.7400  37.1600  2
  24.9000  37.1600  2
  24.9300  37.1800  2
  25.0800  37.1300  2
  25.2600  37.0700  2
  25.4200  37.0100  2
  25.5500  36.9100  2
  25.7600  36.7900  2
  25.8200  36.6300  2
  25.8900  36.5800  2
  26.0100  36.5400  2
  26.1500  36.4200  2
  26.2500  36.3300  2
  26.4200  36.2600  2
  26.6400  36.1700  2
  26.7700  36.0600  2
  26.8600  35.9300  2
  27.0300  35.7700  2
  27.1400  35.6900  2
  27.2200  35.6700  2
  27.2800  35.6200  2
  27.3700  35.5400  2
  27.4300  35.5200  2
  27.5200  35.4700  2
  27.6400  35.4100  2
  27.7700  35.3200  2
  27.8900  35.2500  2
  27.9700  35.2000  2
  28.0600  35.1500  2
  28.1300  35.0600  2
  28.1300  34.9000  2
  28.1500  34.7500  2
  28.1600  34.7100  2
  28.1500  34.6300  2
  28.0700  34.5800  2
  28.1400  34.6000  2
  28.3200  34.7000  2
  28.5300  34.7900  2
  28.7400  34.8000  2
  28.8800  34.8000  2
  29.0200  34.8300  2
  29.0600  34.8600  2
  29.1800  34.9100  2
  29.4900  34.8900  2
  16.6800  41.8700  3
  16.6800  41.8700  2
  16.6800  41.8900  2
  16.6800  41.9000  2
  16.6800  41.9100  2
  16.6900  41.9200  2
  16.6900  41.9200  2
  16.7100  41.9200  2
  16.7100  41.9200  2
  16.7200  41.9100  2
  16.7300  41.9000  2
  16.7300  41.9000  2
  16.7400  41.8900  2
  16.7400  41.8800  2
  16.7400  41.8600  2
  16.7400  41.8500  2
  16.7500  41.8400  2
  16.7600  41.8400  2
  16.7600  41.8300  2
  16.7700  41.8300  2
  16.7800  41.8200  2
  16.7900  41.8200  2
  16.8000  41.8100  2
  16.8100  41.8100  2
  16.8100  41.8000  2
  16.8200  41.7900  2
  16.8300  41.7900  2
  16.8400  41.7800  2
  16.8400  41.7800  2
  16.8500  41.7700  2
  16.8600  41.7600  2
  16.8700  41.7600  2
  16.8700  41.7500  2
  16.8700  41.7300  2
  16.8600  41.7300  2
  16.8500  41.7200  2
  16.8400  41.7200  2
  16.8300  41.7200  2
  16.8200  41.7200  2
  16.8100  41.7200  2
  16.8000  41.7300  2
  16.8000  41.7300  2
  16.7900  41.7400  2
  16.7800  41.7500  2
  16.7800  41.7600  2
  16.7700  41.7700  2
  16.7700  41.7800  2
  16.7600  41.7800  2
  16.7500  41.7900  2
  16.7500  41.7900  2
  16.7400  41.8000  2
  16.7300  41.8100  2
  16.7200  41.8100  2
  16.7200  41.8200  2
  16.7100  41.8200  2
  16.7000  41.8300  2
  16.6900  41.8400  2
  16.6900  41.8400  2
  16.6800  41.8500  2
  16.6800  41.8600  2
  16.6800  41.8700  2
  16.6800  41.8700  2
  16.9300  41.8000  3
  16.9300  41.7900  2
  16.9200  41.7900  2
  16.9100  41.7900  2
  16.9000  41.7900  2
  16.8900  41.8000  2
  16.8800  41.8000  2
  16.8700  41.8000  2
  16.8600  41.8100  2
  16.8600  41.8200  2
  16.8500  41.8300  2
  16.8500  41.8300  2
  16.8300  41.8300  2
  16.8200  41.8300  2
  16.8100  41.8400  2
  16.8000  41.8400  2
  16.7900  41.8500  2
  16.7900  41.8600  2
  16.7800  41.8600  2
  16.7700  41.8700  2
  16.7700  41.8800  2
  16.7700  41.8900  2
  16.7700  41.9000  2
  16.7700  41.9100  2
  16.7800  41.9200  2
  16.7900  41.9200  2
  16.8000  41.9200  2
  16.8100  41.9100  2
  16.8200  41.9100  2
  16.8200  41.9000  2
  16.8200  41.8900  2
  16.8300  41.8800  2
  16.8400  41.8800  2
  16.8500  41.8700  2
  16.8600  41.8700  2
  16.8700  41.8700  2
  16.8900  41.8700  2
  16.9000  41.8700  2
  16.9000  41.8600  2
  16.9100  41.8600  2
  16.9200  41.8500  2
  16.9200  41.8400  2
  16.9300  41.8300  2
  16.9300  41.8200  2
  16.9300  41.8000  2
  16.9300  41.8000  2
  16.4100  42.6800  3
  16.4600  42.6700  2
  16.5300  42.6400  2
  16.6200  42.6400  2
  16.7000  42.6400  2
  16.7800  42.5900  2
  16.8600  42.5400  2
  16.9200  42.5100  2
  17.0000  42.4600  2
  17.0700  42.4200  2
  17.1100  42.3500  2
  17.1700  42.3100  2
  17.2200  42.2800  2
  17.2400  42.2700  2
  17.2600  42.2700  2
  17.3800  42.2300  2
  17.5200  42.2000  2
  17.5900  42.1400  2
  17.6700  42.0300  2
  17.8300  41.8700  2
  17.9000  41.7100  2
  18.0000  41.6300  2
  18.1500  41.5000  2
  18.2600  41.4400  2
  18.2700  41.4300  2
  18.3800  41.3800  2
  18.5400  41.3000  2
  18.6600  41.2300  2
  18.6900  41.2000  2
  18.7100  41.1500  2
  18.7600  41.1200  2
  18.8400  41.1100  2
  18.8600  41.1000  2
  18.9600  41.0600  2
  19.1600  41.0500  2
  19.3200  40.9900  2
  19.4100  40.9200  2
  19.5000  40.8800  2
  19.5500  40.8200  2
  19.6100  40.7400  2
  19.7300  40.6900  2
  19.7900  40.6100  2
  19.8800  40.5500  2
  20.0000  40.4600  2
  20.0900  40.3500  2
  20.1200  40.2800  2
  20.2000  40.1800  2
  20.2700  40.0800  2
  20.3200  39.9700  2
  20.3400  39.9400  2
  20.3300  39.9400  2
  20.3200  39.9000  2
  20.3600  39.7900  2
  20.4200  39.6900  2
  20.5100  39.5300  2
  20.6100  39.4000  2
  20.7000  39.3200  2
  20.8200  39.2600  2
  20.9300  39.2000  2
  21.1100  39.1500  2
  21.2400  39.1200  2
  21.3700  39.1000  2
  21.4500  39.0900  2
  21.5100  39.0800  2
  21.5400  39.0700  2
  21.6200  39.0600  2
  21.6900  39.0500  2
  21.8100  39.0200  2
  21.8500  38.9900  2
  21.9200  38.9600  2
  22.0100  38.9500  2
  22.0500  38.9900  2
  22.1800  39.0400  2
  22.3000  39.0600  2
  22.4000  39.0600  2
  22.5000  39.0200  2
  22.6500  38.9800  2
  22.7600  38.9300  2
  22.8400  38.8500  2
  22.9800  38.7800  2
  23.1000  38.7500  2
  23.1600  38.7400  2
  23.2600  38.6700  2
  23.4400  38.5900  2
  23.6400  38.4800  2
  23.8200  38.3600  2
  23.9300  38.2200  2
  24.0600  38.0900  2
  24.1400  37.9500  2
  24.1700  37.9100  2
  16.6200  42.0600  3
  16.6300  42.0700  2
  16.6400  42.0700  2
  16.6400  42.0800  2
  16.6500  42.0800  2
  16.6600  42.0800  2
  16.6700  42.0700  2
  16.6800  42.0700  2
  16.6900  42.0600  2
  16.6900  42.0600  2
  16.7000  42.0500  2
  16.7100  42.0500  2
  16.7200  42.0400  2
  16.7300  42.0400  2
  16.7400  42.0400  2
  16.7500  42.0300  2
  16.7600  42.0300  2
  16.7700  42.0200  2
  16.7700  42.0100  2
  16.7800  42.0100  2
  16.7800  41.9900  2
  16.7800  41.9800  2
  16.7700  41.9700  2
  16.7600  41.9700  2
  16.7500  41.9600  2
  16.7400  41.9600  2
  16.7300  41.9600  2
  16.7200  41.9600  2
  16.7100  41.9600  2
  16.7000  41.9600  2
  16.6900  41.9700  2
  16.6900  41.9800  2
  16.6800  41.9900  2
  16.6800  42.0000  2
  16.6700  42.0000  2
  16.6600  42.0100  2
  16.6500  42.0100  2
  16.6400  42.0200  2
  16.6300  42.0200  2
  16.6300  42.0300  2
  16.6200  42.0400  2
  16.6200  42.0500  2
  16.6200  42.0600  2
  15.2900  42.4900  3
  15.2900  42.5000  2
  15.2900  42.5100  2
  15.3000  42.5100  2
  15.3100  42.5200  2
  15.3200  42.5200  2
  15.3300  42.5200  2
  15.3400  42.5300  2
  15.3500  42.5300  2
  15.3600  42.5300  2
  15.3700  42.5400  2
  15.3700  42.5400  2
  15.3900  42.5400  2
  15.4000  42.5400  2
  15.4000  42.5400  2
  15.4100  42.5300  2
  15.4100  42.5200  2
  15.4100  42.5100  2
  15.4000  42.5000  2
  15.4000  42.4900  2
  15.3900  42.4800  2
  15.3800  42.4800  2
  15.3800  42.4700  2
  15.3700  42.4700  2
  15.3600  42.4700  2
  15.3500  42.4600  2
  15.3400  42.4600  2
  15.3200  42.4600  2
  15.3100  42.4600  2
  15.3000  42.4600  2
  15.2900  42.4700  2
  15.2800  42.4700  2
  15.2800  42.4800  2
  12.7000  43.4700  3
  12.7600  43.4600  2
  12.8400  43.4500  2
  12.9000  43.4100  2
  12.9500  43.4000  2
  12.9600  43.3900  2
  13.0000  43.3500  2
  13.0900  43.2900  2
  13.1700  43.2100  2
  13.2800  43.2100  2
  13.3400  43.2100  2
  13.5200  43.2100  2
  13.6500  43.2100  2
  13.8100  43.1900  2
  13.9100  43.0900  2
  14.0400  43.0400  2
  14.2000  43.0000  2
  14.3300  42.9700  2
  14.4400  42.9600  2
  14.5300  42.9500  2
  14.5500  42.9500  2
  14.6600  42.9400  2
  14.7000  42.9300  2
  14.8000  42.8800  2
  14.8800  42.8300  2
  14.9800  42.8300  2
  15.0300  42.8300  2
  15.1000  42.7800  2
  15.1600  42.7400  2
  15.2500  42.6700  2
  15.2900  42.6200  2
  15.3300  42.6600  2
  15.3200  42.7100  2
  15.3900  42.7100  2
  15.4600  42.6700  2
  15.6200  42.6700  2
  15.7200  42.6400  2
  15.7500  42.6600  2
  15.8100  42.7500  2
  15.8900  42.7700  2
  16.0200  42.7700  2
  16.1800  42.7500  2
  16.3700  42.7200  2
  16.4100  42.6800  2
  12.6900  43.4800  3
  12.6900  43.4900  2
  12.6900  43.5000  2
  12.6900  43.5100  2
  12.6900  43.5200  2
  12.6900  43.5300  2
  12.6900  43.5500  2
  12.6900  43.5600  2
  12.6900  43.5700  2
  12.6900  43.5800  2
  12.6900  43.5900  2
  12.6900  43.6000  2
  12.6900  43.6200  2
  12.6900  43.6300  2
  12.6900  43.6400  2
  12.6900  43.6600  2
  12.6900  43.6700  2
  12.7000  43.6800  2
  12.7000  43.6900  2
  12.7000  43.7000  2
  12.7000  43.7100  2
  12.7000  43.7200  2
  12.6900  43.7300  2
  12.6900  43.7400  2
  12.6800  43.7500  2
  12.6800  43.7600  2
  12.6700  43.7700  2
  12.6700  43.7800  2
  12.6700  43.7900  2
  12.6600  43.8000  2
  12.6600  43.8100  2
  12.6500  43.8200  2
  12.6500  43.8200  2
  12.6400  43.8300  2
  12.6400  43.8400  2
  12.6400  43.8500  2
  12.6300  43.8600  2
  12.6300  43.8700  2
  12.6200  43.8800  2
  12.6200  43.8900  2
  12.6200  43.9000  2
  12.6200  43.9100  2
  12.6200  43.9200  2
  12.6200  43.9300  2
  12.6300  43.9400  2
  12.6300  43.9500  2
  12.6300  43.9600  2
  12.6300  43.9700  2
  12.6300  43.9800  2
  12.6400  43.9900  2
  12.6400  44.0000  2
  12.6400  44.0100  2
  12.6500  44.0200  2
  12.6500  44.0300  2
  12.6500  44.0400  2
  12.6500  44.0500  2
  12.6500  44.0700  2
  12.6500  44.0800  2
  12.6500  44.0900  2
  12.6500  44.1000  2
  12.6500  44.1100  2
  12.6500  44.1300  2
  12.6400  44.1400  2
  12.6400  44.1500  2
  12.6400  44.1600  2
  12.6400  44.1800  2
  12.6400  44.1900  2
  12.6400  44.2000  2
  12.6400  44.2100  2
  12.6500  44.2200  2
  12.6500  44.2300  2
  12.6500  44.2400  2
  12.6600  44.2500  2
  12.6600  44.2500  2
