 61X   6 439 122  43.00   0.00 NO 000   1
  34.9800 114.9600  3
  35.2900 115.2100  2
  35.9500 115.6100  2
  36.5600 116.0900  2
  36.9900 116.8500  2
  37.0500 117.8200  2
  37.0500 118.4500  2
  37.1600 118.8600  2
  37.2100 118.9800  2
  37.7500 119.4000  3
  38.1600 119.4800  2
  38.6200 119.7000  2
  38.9200 119.9400  2
  39.0300 120.1100  2
  39.0300 120.5800  3
  39.2300 120.8600  2
  39.3000 120.9700  2
  39.3700 120.8700  3
  39.6300 121.1000  2
  40.0500 121.6100  2
  40.4100 122.0300  2
  40.7400 122.3800  2
  40.9900 122.7200  2
  41.1900 123.0400  2
  35.1100 114.9300  3
  35.0600 115.0400  2
  35.7800 115.4500  3
  35.7500 115.5100  2
  36.3600 115.7700  3
  36.3300 115.8500  2
  36.8500 116.2500  3
  36.7400 116.3100  2
  37.0500 116.7700  3
  36.9900 116.8200  2
  37.1700 117.4100  3
  37.0800 117.3900  2
  37.1100 118.0200  3
  37.0400 117.9800  2
  37.1400 118.5600  3
  37.0500 118.5400  2
  37.2900 118.8300  3
  37.1800 118.8700  2
  38.6800 120.3200  3
  38.5600 120.3900  2
  38.8700 120.7800  3
  38.7900 120.8200  2
  40.8800 122.4300  3
  41.2000 122.6900  2
  41.7000 123.1300  2
  42.3200 123.7200  2
  42.6300 124.1400  2
  43.0000 124.5800  2
  43.3800 125.0200  2
  43.5600 125.4500  2
  43.7400 125.8600  2
  44.0600 126.4500  2
  44.5600 127.1900  2
  45.1500 128.0500  2
  45.8400 128.8400  2
  46.5800 129.7500  2
  47.2200 130.4400  2
  47.7400 131.1100  2
  48.2600 131.9200  2
  48.7400 132.8300  2
  49.2200 133.4800  2
  49.9500 134.0400  2
  50.3800 134.4600  2
  50.7800 135.0200  2
  51.0300 135.5400  2
  51.4100 136.0800  2
  51.6600 136.4800  2
  52.0900 137.1300  2
  52.2200 137.3100  2
  52.3800 137.3800  2
  53.0400 137.8700  2
  53.7100 138.3500  2
  54.1500 138.7200  2
  54.7200 139.2500  2
  48.9000 141.1300  3
  48.4700 141.0000  2
  48.0500 140.8200  2
  47.5600 140.5300  2
  47.1500 140.2000  2
  46.7600 139.7100  2
  46.3900 139.2300  2
  46.1900 138.9700  2
  45.8400 138.5200  2
  45.4200 138.0700  2
  45.1300 137.6600  2
  44.7400 137.1900  2
  44.3100 136.6700  2
  43.9600 136.2200  2
  43.6300 135.8400  2
  43.3800 135.4700  2
  42.9700 135.0000  2
  42.5400 134.3100  2
  42.3000 133.4500  2
  42.1300 132.2700  2
  42.0500 131.2300  2
  41.9300 130.5200  2
  41.6700 130.1400  2
  41.4100 129.9900  2
  41.1900 129.9300  2
  40.7700 130.0500  2
  40.7700 129.9200  3
  40.6700 129.8600  2
  40.5000 129.6200  2
  40.2900 129.2600  2
  39.8700 128.9000  2
  39.5000 128.7200  2
  39.2700 128.6800  2
  39.0000 128.8900  2
  38.5000 129.4900  2
  38.2200 129.5300  2
  37.6800 129.7300  2
  37.3300 129.8100  2
  36.8400 129.9400  2
  36.2900 130.0300  2
  35.9600 130.0400  2
  35.8500 130.0600  2
  10.4900 119.1200  3
  99.0000   0.0000  3
 61X   8 439  55 560.00   0.00 GR 000   7
  49.9900 138.9600  3
  49.9800 139.9800  2
  49.9800 140.9800  2
