 1XX 576 101  27  84.00   0.00 TH 000   2
  15.0700 -92.0300  3
  15.1600 -91.8500  2
  15.2200 -91.6300  2
  15.1900 -91.2200  2
  15.1600 -90.8900  2
  15.1600 -90.4400  2
  15.2200 -90.2400  2
  15.3000 -90.1500  2
  15.4000 -90.0100  2
  15.5500 -89.8800  2
  15.6500 -89.7300  2
  15.7100 -89.5400  2
  15.7400 -89.3900  2
  15.7400 -89.2800  2
  15.6800 -89.1100  2
  15.6400 -88.9400  2
  15.6300 -88.8000  2
  15.6300 -88.6900  2
  15.6400 -88.5900  2
  15.3700 -94.7900  3
  15.6000 -94.7700  2
  15.8900 -94.8200  3
  15.6600 -94.6700  2
  15.6800 -94.8200  3
  15.8800 -94.7100  2
  15.8700 -94.7000  2
  15.8700 -94.7000  3
  99.0000   0.0000  3
 92X   1 101 223   1.00   0.00 RI 000   1
  55.0000 -35.2400  3
  54.6600 -35.5600  2
  54.5000 -35.5600  2
  54.4100 -35.5600  2
  54.3800 -35.2400  2
  54.1300 -35.4000  2
  53.9000 -35.4300  2
  53.7100 -35.5500  2
  53.6000 -35.5500  2
  53.6000 -35.3500  2
  53.3900 -35.3500  2
  53.2000 -35.3100  2
  52.9800 -35.2300  2
  52.8400 -35.2300  2
  52.7200 -35.2300  2
  52.0800 -30.1500  3
  51.8900 -30.1500  2
  51.6900 -30.1100  2
  51.4500 -30.1000  2
  51.2300 -30.0200  2
  51.0000 -30.0200  2
  50.7800 -29.8700  2
  50.6100 -29.6700  2
  50.4600 -29.4700  2
  50.2300 -29.2700  2
  50.1800 -29.1100  2
  50.0000 -29.0300  2
  49.8800 -29.0300  2
  49.6700 -29.0300  2
  49.6700 -28.6400  2
  49.4400 -28.6400  2
  49.2900 -28.5600  2
  49.1600 -28.4000  2
  49.0100 -28.3200  2
  48.8300 -28.2400  2
  48.6400 -28.2000  2
  48.6200 -28.0800  2
  48.5900 -27.8900  2
  48.3800 -27.8500  2
  48.2000 -27.8500  2
  48.0200 -27.7300  2
  47.8000 -27.6900  2
  47.6200 -27.6100  2
  47.4300 -27.6100  2
  47.2500 -27.6100  2
  47.1100 -27.5300  2
  46.9500 -27.4900  2
  46.7400 -27.5600  2
  46.4900 -27.6000  2
  46.3000 -27.6800  2
  46.0600 -27.7600  2
  45.8100 -27.9500  2
  45.5600 -28.0700  2
  45.2800 -28.1900  2
  45.0600 -28.2700  2
  44.8400 -28.3800  2
  44.5000 -28.4600  2
  44.1600 -28.5000  2
  43.9100 -28.6200  2
  43.7900 -28.6600  2
  43.7900 -29.0100  2
  43.4800 -29.1300  2
  43.1400 -29.2400  2
  43.0500 -29.2400  2
  43.1100 -29.4000  2
  42.7900 -29.4800  2
  42.5600 -29.4800  2
  42.3200 -29.5200  2
  42.3200 -29.3600  2
  42.0900 -29.3600  2
  41.9200 -29.3600  2
  41.6200 -29.3600  2
  41.3600 -29.4000  2
  41.0600 -29.4000  2
  40.7900 -29.3900  2
  40.5500 -29.4300  2
  40.6100 -29.6300  2
  40.4300 -29.7500  2
  40.2200 -29.7100  2
  39.8600 -29.7500  2
  39.6200 -29.8600  2
  39.4000 -29.9400  2
  39.1000 -30.1000  2
  38.8500 -30.2200  2
  38.6100 -30.3300  2
  38.4500 -30.4500  2
  38.4800 -30.6500  2
  38.2000 -30.8000  2
  37.9600 -31.0400  2
  37.7700 -31.1600  2
  37.8300 -31.3500  2
  37.4900 -31.5500  2
  37.4200 -31.6300  2
  37.4900 -32.1400  2
  37.4500 -32.2600  2
  37.2400 -32.3800  2
  37.3000 -32.6500  2
  37.1100 -32.6900  2
  37.1700 -32.9700  2
  37.0100 -33.0500  2
  37.0800 -33.2400  2
  36.6300 -33.4400  2
  36.6300 -33.6800  2
  36.3800 -33.7500  2
  36.3200 -34.0300  2
  36.0900 -34.1500  2
  35.9000 -34.3800  2
  35.6100 -34.5400  2
  35.3200 -34.7000  2
  35.0300 -34.8500  2
  35.1300 -35.4000  2
  35.2300 -35.8800  2
  35.2600 -36.1900  2
  35.3200 -36.4700  2
  35.0000 -36.5900  2
  34.8700 -36.7400  2
  34.7100 -36.9400  2
  34.4500 -37.1400  2
  34.1900 -37.3300  2
  33.8900 -37.5700  2
  33.7300 -37.7600  2
  33.7300 -38.0800  2
  33.7600 -38.5500  2
  33.8200 -38.9900  2
  33.8900 -39.4200  2
  33.6200 -39.5400  2
  33.3000 -39.6900  2
  33.0600 -39.7700  2
  32.8700 -39.9700  2
  32.6000 -40.0900  2
  32.2300 -40.3600  2
  32.0000 -40.6000  2
  31.8000 -40.7500  2
  31.8000 -40.8700  2
  31.5000 -41.1500  2
  31.2300 -41.3800  2
  31.2300 -41.6600  2
  31.2900 -41.5800  2
  30.8500 -41.8500  2
  30.4100 -42.0900  2
  30.0400 -42.2400  2
  30.1400 -42.8400  2
  29.8000 -43.0700  2
  29.5600 -43.3100  2
  29.2100 -43.4600  2
  28.9000 -43.7000  2
  28.5900 -43.9300  2
  28.2400 -44.1300  2
  27.9700 -44.3300  2
  27.5500 -44.4800  2
  27.3000 -44.6000  2
  27.2700 -44.7200  2
  26.9500 -44.7600  2
  26.5300 -44.9500  2
  26.2400 -45.1100  2
  26.0300 -45.3100  2
  25.6400 -45.5800  2
  25.3600 -45.7000  2
  25.2800 -45.9300  2
  25.0700 -46.0100  2
  24.8200 -46.2900  2
  24.4300 -46.4400  2
  24.0700 -46.5600  2
  23.8500 -46.1700  2
  23.8200 -45.8100  2
  23.7400 -45.3800  2
  23.7100 -45.1000  2
  23.2800 -45.2200  2
