 902   1 904  75 600.00   0.00 RI 000   3
  75.7300-175.8700  3
  75.7500-175.8500  2
  75.7800-175.9700  2
  75.9100-176.3300  2
  76.0100-176.5500  2
  76.1600-176.8900  2
  76.3700-177.2500  2
  76.5600-177.6800  2
  76.7400-178.0900  2
  76.9300-178.6800  2
  77.0900-179.2700  2
  77.3200-179.8200  2
  77.5400 179.6400  2
  77.7300 179.0800  2
  77.9600 178.5900  2
  78.2400 178.0100  2
  78.4800 177.2600  2
  78.7100 176.6300  2
  78.9600 175.9900  2
  79.2000 175.4100  2
  79.3300 175.0900  2
  79.3400 175.0600  2
  79.5500 174.4200  2
  79.8200 173.7800  2
  80.1000 173.2300  2
  80.2500 173.1200  2
  80.5000 173.2800  2
  80.8700 173.6000  2
  81.1500 173.8600  2
  81.5100 174.2000  2
  81.8800 174.4800  2
  82.2500 175.0000  2
  82.6500 175.8900  2
  83.0600 176.5200  2
  83.3800 177.2100  2
  83.7600 177.6600  2
  84.1200 177.4200  2
  84.4600 177.0400  2
  84.8200 177.3300  2
  85.1800 178.1900  2
  85.3800 179.3400  2
  85.6400-178.1000  2
  85.8100-174.8000  2
  85.8600-169.6900  2
  85.8500-165.6700  2
  85.8000-161.7300  2
  85.6900-157.6600  2
  85.6000-154.7000  2
  85.6500-151.7500  2
  85.7800-148.6000  2
  86.0300-145.0700  2
  86.2600-142.5500  2
  86.4000-139.6200  2
  86.3800-139.5900  2
  86.4600-137.0700  2
  86.5500-132.1000  2
  86.5800-129.0200  2
  86.5800-126.7300  2
  86.5500-122.0900  2
  86.4900-117.6300  2
  86.4300-112.0400  2
  86.3300-106.8100  2
  86.2100-101.3500  2
  86.0500 -96.4700  2
  85.9300 -92.4200  2
  85.8600 -88.7500  2
  85.8000 -85.3300  2
  85.6800 -81.9600  2
  85.4700 -78.9800  2
  85.2300 -76.8000  2
  85.0100 -76.0900  2
  84.7800 -76.1100  2
  84.6500 -76.3500  2
  84.5800 -76.7100  2
  84.5700 -76.7400  3
  99.0000   0.0000  3
 902   2 904  74 600.00   0.00 RI 000   3
  75.6900-175.6700  3
  75.7000-175.6400  2
  75.7200-175.6200  2
  75.8500-175.4400  2
  76.0200-175.2000  2
  76.1800-175.0500  2
  76.4100-174.8500  2
  76.6700-174.8400  2
  76.9000-174.8200  2
  77.0300-174.4900  2
  77.0600-173.7600  2
  77.1000-172.7800  2
  77.1600-172.3100  2
  77.3100-172.2400  2
  77.5400-172.5200  2
  77.8000-173.1500  2
  78.0300-173.4700  2
  78.0300-173.4600  2
  78.2500-173.3400  2
  78.5100-172.9300  2
  78.7500-172.1300  2
  79.0000-171.3700  2
  79.2700-170.6500  2
  79.4600-170.6500  2
  79.6800-171.1800  2
  79.9200-171.6800  2
  80.1900-172.4100  2
  80.4400-173.2700  2
  80.7100-174.1500  2
  80.9900-174.8300  2
  81.2200-174.8300  2
  81.2100-174.8400  2
  81.3000-174.8200  2
  81.6400-174.4100  2
  81.9900-173.4500  2
  82.3000-172.6400  2
  82.6500-171.2100  2
  83.0400-170.2900  2
  83.3700-169.1500  2
  83.6900-167.1200  2
  83.6800-165.8100  2
  83.5300-164.1100  2
  83.3100-162.8500  2
  83.2700-161.1200  2
  83.3900-158.7800  2
  83.4700-156.2800  2
  83.4700-153.4500  2
  83.5000-150.6300  2
  83.5800-147.5400  2
  83.7700-144.2900  2
  83.9900-141.3100  2
  84.2100-137.6800  2
  84.3800-134.5900  2
  84.5200-130.0900  2
  84.6200-126.5000  2
  84.6700-122.5200  2
  84.6100-119.6400  2
  84.4100-115.8700  2
  84.2300-113.3300  2
  84.0600-111.4600  2
  84.0000-110.7400  2
  83.9700-108.6400  2
  83.9900-105.6500  2
  84.0300-103.0000  2
  84.0600-100.0400  2
  84.0200 -97.2300  2
  83.9400 -95.1000  2
  83.8300 -92.4700  2
  83.6800 -89.6400  2
  83.6100 -86.5100  2
  83.6300 -84.5200  2
  83.6600 -83.4000  2
  83.6500 -83.4100  2
  83.6500 -83.3600  3
  99.0000   0.0000  3
 902   3 904  10 600.00   0.00 RI 000   3
  83.6500 -83.3700  3
  83.6500 -83.3700  2
  83.7700 -82.6200  2
  83.9200 -81.5000  2
  84.0900 -80.3200  2
  84.2500 -79.3300  2
  84.3800 -78.4600  2
  84.5100 -77.5300  2
  84.5900 -77.0500  2
  84.5900 -77.0500  3
  99.0000   0.0000  3
