151	801	121	140	36	-48	13
152	801	131	150	37.82	-15.49	15.81
153	801	141	160	43.24	8.99	11.4
154	801	151	170	42.2	-8.46	9.9
155	801	161	180	44.77	-5.83	13.79
156	801	171	190	50.36	-2.11	4.86
157	801	181	200	49.01	-3.59	11.18
158	801	191	210	46	-5	10
159	801	221	240	30	-33	4
160	801	231	250	36.32	-29.45	26.53
161	801	241	260	35.72	-31.46	18.79
162	802	141	160	48.49	33.55	8.82
163	802	151	170	50.99	27.76	7.6
164	802	161	180	56.02	25.97	14.85
165	802	171	190	58	44	3
166	802	181	200	50.79	45.48	10.77
167	802	191	210	50.79	45.48	10.77
168	907	61	80	64	-136.78	12.39
169	907	71	90	66.91	-131.72	11.13
170	907	81	100	70.25	-119.47	8.53
171	907	91	110	68.13	-124.06	8.6
