0.000000 -0.857200 -0.515000 0
0.000000 -0.874600 -0.484800 1
0.008700 -0.866000 -0.499900 0
-0.008700 -0.866000 -0.499900 1
0.364200 -0.857200 -0.364200 0
0.342800 -0.874600 -0.342800 1
0.359700 -0.866000 -0.347300 0
0.347300 -0.866000 -0.359700 1
0.515000 -0.857200 0.000000 0
0.484800 -0.874600 0.000000 1
0.499900 -0.866000 0.008700 0
0.499900 -0.866000 -0.008700 1
0.364200 -0.857200 0.364200 0
0.342800 -0.874600 0.342800 1
0.347300 -0.866000 0.359700 0
0.359700 -0.866000 0.347300 1
0.000000 -0.857200 0.515000 0
0.000000 -0.874600 0.484800 1
-0.008700 -0.866000 0.499900 0
0.008700 -0.866000 0.499900 1
-0.364200 -0.857200 0.364200 0
-0.342800 -0.874600 0.342800 1
-0.359700 -0.866000 0.347300 0
-0.347300 -0.866000 0.359700 1
-0.515000 -0.857200 0.000000 0
-0.484800 -0.874600 0.000000 1
-0.499900 -0.866000 -0.008700 0
-0.499900 -0.866000 0.008700 1
-0.364200 -0.857200 -0.364200 0
-0.342800 -0.874600 -0.342800 1
-0.347300 -0.866000 -0.359700 0
-0.359700 -0.866000 -0.347300 1
0.000000 -0.857200 -0.515000 0
0.000000 -0.874600 -0.484800 1
0.008700 -0.866000 -0.499900 0
-0.008700 -0.866000 -0.499900 1
0.000000 -0.484800 -0.874600 0
0.000000 -0.515000 -0.857200 1
0.015100 -0.500000 -0.865900 0
-0.015100 -0.500000 -0.865900 1
0.618400 -0.484800 -0.618400 0
0.606100 -0.515000 -0.606100 1
0.623000 -0.500000 -0.601600 0
0.601600 -0.500000 -0.623000 1
0.874600 -0.484800 0.000000 0
0.857200 -0.515000 0.000000 1
0.865900 -0.500000 0.015100 0
0.865900 -0.500000 -0.015100 1
0.618400 -0.484800 0.618400 0
0.606100 -0.515000 0.606100 1
0.601600 -0.500000 0.623000 0
0.623000 -0.500000 0.601600 1
0.000000 -0.484800 0.874600 0
0.000000 -0.515000 0.857200 1
-0.015100 -0.500000 0.865900 0
0.015100 -0.500000 0.865900 1
-0.618400 -0.484800 0.618400 0
-0.606100 -0.515000 0.606100 1
-0.623000 -0.500000 0.601600 0
-0.601600 -0.500000 0.623000 1
-0.874600 -0.484800 0.000000 0
-0.857200 -0.515000 0.000000 1
-0.865900 -0.500000 -0.015100 0
-0.865900 -0.500000 0.015100 1
-0.618400 -0.484800 -0.618400 0
-0.606100 -0.515000 -0.606100 1
